pr_number,pr_title,pr_author,pr_state,pr_created_at,pr_merged_at,pr_additions,pr_deletions,pr_changed_files_count,pr_labels,pr_head_branch,pr_base_branch,pr_review_decision,pr_is_draft,pr_review_count,pr_reviewer_logins,pr_commit_count,hours_to_merge,hours_to_first_review,authorship,is_bot_author,has_any_agent_marker,agent_marker_conversation_link,agent_marker_coauthored,agent_marker_try_pr,touches_tui_files,touches_snapshot_files,touches_test_files,snapshot_svgs_changed,has_linked_issue,linked_issue_count,linked_issue_numbers,linked_issue_authors,release_tag,release_date,h_pr_type,h_bug_severity,h_touches_tui,h_authorship,h_has_snapshot_changes,h_issue_reporter_type,llm_pr_type,llm_bug_severity,llm_touches_tui,llm_rationale
217,Use public SDK imports instead of internal module imports,malhotra5,merged,2025-12-16T16:41:10Z,2025-12-16T21:59:43Z,23,25,11,,openhands/use-public-sdk-imports,main,APPROVED,false,1,enyst,4,5.31,5.29,agent,false,true,true,false,true,true,false,true,0,true,1,84,enyst,1.6.0,2025-12-17,other,,true,agent,false,human,refactor,,true,"This PR systematically replaces internal SDK imports with public exports, cleaning up and future-proofing the CLI code. It even touches the TUI settings store, but does not introduce new features or bug fixes."
216,Add ConversationErrorEvent handling to conversation visualizer,malhotra5,merged,2025-12-16T16:24:18Z,2025-12-16T16:48:38Z,54,0,2,,fix/conversation-error-event-handling,main,APPROVED,false,1,xingyaoww,2,0.41,0.39,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.6.0,2025-12-17,feature,,true,agent,false,no-issue,bug-fix,ux-regression,true,This PR fixes missing display of ConversationErrorEvent in the CLI visualizer by adding appropriate rendering and styling in the terminal UI. It corrects a layout/visibility issue so conversation-level errors are now shown with the correct color and expanded view.
213,Add Ubuntu ARM64 support to CI binary builds,malhotra5,merged,2025-12-15T22:00:17Z,2025-12-16T16:06:08Z,12,5,1,,add-ubuntu-arm64-ci-support,main,APPROVED,false,1,enyst,3,18.1,17.81,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.6.0,2025-12-17,feature,,false,agent,false,no-issue,feature,,false,This PR enhances the CI pipeline by adding Ubuntu ARM64 support and adjusting artifact naming for different architectures. It introduces new infrastructure functionality rather than fixing an existing bug or modifying UI code.
210,Add test for Mistral XML function call syntax handling in visualizer,malhotra5,merged,2025-12-15T18:34:40Z,2026-01-15T20:02:37Z,47,0,1,,test-mistral-xml-function-call-handling,main,APPROVED,false,4,"enyst,openhands-ai[bot],xingyaoww",3,745.47,87.48,agent,false,true,true,false,true,true,false,true,0,true,1,93,jpshackelford,1.9.0,2026-01-15,feature,,true,agent,false,human,test,,false,"This PR solely introduces a new unit test for the visualizer’s handling of XML-like function call syntax and does not change any production or UI code, so it is classified as a test."
205,fix(cli): add terminal compatibility detection,tosincarik,merged,2025-12-12T11:24:21Z,2025-12-31T06:16:32Z,59,0,3,,fix/terminal-compat-v2,main,APPROVED,false,15,"tosincarik,malhotra5",17,450.87,282.97,human,false,false,false,false,false,false,false,true,0,false,0,,,1.7.1,2026-01-02,bug-fix,other-fix,false,human,false,no-issue,bug-fix,critical,false,"This PR adds a terminal compatibility check to prevent the interactive TUI from failing in non-TTY or limited terminals, addressing a scenario where the CLI could crash or become unusable. It fixes a critical environment compatibility issue without altering the UI itself."
201,Fix MCP stdio server argument parsing with -- separator,malhotra5,merged,2025-12-11T22:30:20Z,2025-12-16T15:39:18Z,214,64,4,,fix-mcp-stdio-argument-parsing,main,APPROVED,false,1,xingyaoww,7,113.15,113.09,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.6.0,2025-12-17,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,critical,false,"This PR fixes a functional bug in the CLI’s argument parsing that caused commands using the `--` separator to fail, effectively making that feature unusable. The changes correct the parsing logic and add tests to prevent regression."
198,Fix false positive on e2e test + binary executable packaging ,malhotra5,merged,2025-12-11T17:23:27Z,2025-12-11T18:23:05Z,40,32,4,,fix-binary-executable,main,APPROVED,false,1,neubig,3,0.99,0.85,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,ux-regression,false,"This PR corrects the packaging of missing UI data files (preventing the experimental UI from loading) and tightens e2e UI marker checks, fixing a test false positive and restoring proper UI behavior."
197,bump sdk,malhotra5,merged,2025-12-11T15:25:52Z,2025-12-11T16:51:32Z,10,10,2,,bump-sdk,main,APPROVED,false,1,neubig,1,1.43,1.42,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,version-bump,,false,agent,false,no-issue,dependency-bump,,false,"This PR updates the SDK version in pyproject.toml and the lock file, reflecting a dependency upgrade. It only modifies project configuration and does not touch any terminal UI code."
195,Release 1.5.0,malhotra5,merged,2025-12-11T02:01:09Z,2025-12-11T18:56:11Z,2,2,2,,rel-1.5.0,main,APPROVED,false,1,neubig,3,16.92,16.82,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.6.0,2025-12-17,other,,false,agent,false,no-issue,version-bump,not-applicable,false,"This PR only updates the project version in pyproject.toml and lock files for a new release, without any functional changes."
193,feat: show conversation list and ability to resume latest conversation,malhotra5,merged,2025-12-10T18:44:47Z,2025-12-12T05:26:32Z,634,35,10,,feature/resume-conversation-list,main,APPROVED,false,1,xingyaoww,15,34.7,28.19,agent,false,true,true,false,true,false,false,true,0,true,1,101,xingyaoww,1.6.0,2025-12-17,feature,,false,agent,false,human,feature,,true,"This PR adds new CLI functionality to list recent conversations and resume the latest one, touching the display and lister modules that render terminal output. It clearly introduces a new feature rather than fixing a bug."
192,Add OAuth 2.0 Device Flow CLI authentication,malhotra5,merged,2025-12-10T05:54:05Z,2025-12-17T18:24:04Z,2802,10,22,,oauth-device-flow-cli,main,APPROVED,false,15,"malhotra5,openhands-ai[bot],xingyaoww",49,180.5,22.61,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.6.0,2025-12-17,feature,,true,agent,false,no-issue,feature,not-applicable,false,"This PR introduces new OAuth 2.0 Device Flow authentication commands and related API client logic to the CLI, representing a new feature rather than a fix. It primarily adds backend and parsing code along with tests, without altering terminal UI components."
191,Feat: `/condense` command to force compact conversation history,malhotra5,merged,2025-12-10T04:57:19Z,2025-12-11T01:58:01Z,207,17,8,,feat/condense-command,main,APPROVED,false,1,csmith49,6,21.01,9.97,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.5.0,2025-12-11,feature,,true,agent,false,no-issue,feature,,true,"This PR adds a new `/condense` command with associated async handling, help text, and error management, representing new functionality. It modifies Textual app files and widget code, so it touches the terminal UI."
190,Add macOS Intel support to CI workflow,malhotra5,merged,2025-12-10T04:34:18Z,2025-12-16T15:56:13Z,11,4,1,,add-macos-intel-support,main,APPROVED,false,1,enyst,3,155.37,155.28,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.6.0,2025-12-17,feature,,false,agent,false,no-issue,ci,,false,"This PR updates the GitHub Actions workflow to add macOS Intel build support and adjust artifact naming, which pertains solely to CI configuration rather than application logic or UI."
188,Fix error display crash when error message contains XML special characters,jpshackelford,merged,2025-12-09T20:26:12Z,2025-12-09T20:59:39Z,108,1,2,,jps/fix-error-display-crash,main,APPROVED,false,1,malhotra5,4,0.56,0.55,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.5.0,2025-12-11,bug-fix,critical,false,agent,false,no-issue,bug-fix,critical,true,"This change fixes a crash in the CLI’s error display handler when messages contain XML special characters by escaping them before HTML formatting, preventing an unhandled parser exception and restoring proper terminal UI behavior."
187,Chore: bump agent sdk,malhotra5,merged,2025-12-09T20:07:42Z,2025-12-09T20:19:11Z,10,10,2,,bump-sdk,main,APPROVED,false,1,xingyaoww,1,0.19,0.19,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,dependency-bump,,false,agent,false,no-issue,dependency-bump,,false,"This PR merely updates the agent SDK version in pyproject.toml and the lockfile without changing any functionality, indicating a dependency bump."
186,feat: implement headless mode with auto-exit functionality,malhotra5,merged,2025-12-09T19:49:38Z,2025-12-09T22:04:40Z,509,9,5,,feat/headless-mode-auto-exit,main,APPROVED,false,1,enyst,8,2.25,2.11,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.5.0,2025-12-11,feature,,false,agent,false,no-issue,feature,,true,"This PR adds a new headless mode with auto-exit and spinner functionality, which is new behavior rather than a bug fix. It modifies the Textual app (TUI) code for the spinner and exit flow."
185,CLI helper args to add/remove MPC servers,malhotra5,merged,2025-12-09T18:52:41Z,2025-12-11T21:16:54Z,1697,109,17,,refactor/mcp-manager-to-functions,main,APPROVED,false,20,"openhands-ai[bot],malhotra5,xingyaoww",23,50.4,27.45,agent,false,true,true,false,true,true,false,true,0,true,1,129,neubig,1.6.0,2025-12-17,feature,,true,agent,false,human,feature,,true,"This PR adds new CLI commands for managing MCP servers (add, list, get, remove) and updates the TUI MCP settings screen, representing new functionality rather than a fix. It also refactors some MCP code and adds comprehensive tests."
184,Refactor E2E tests into separate files with structured results,malhotra5,merged,2025-12-09T17:54:59Z,2025-12-09T18:34:12Z,773,390,9,,refactor-e2e-tests-to-separate-files,main,APPROVED,false,1,xingyaoww,1,0.65,0.33,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,refactor,,false,agent,false,no-issue,test,,false,This PR restructures the end-to-end testing framework by extracting tests into separate files and introducing Pydantic models for structured result tracking. It is purely focused on test code organization and reporting improvements.
183,Add end-to-end test for experimental UI with --exp flag,malhotra5,merged,2025-12-09T16:48:31Z,2025-12-09T16:55:47Z,117,0,1,,add-experimental-ui-test,main,APPROVED,false,1,xingyaoww,2,0.12,0.12,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,feature,,false,agent,false,no-issue,test,,false,"This PR adds a new end-to-end test for the experimental UI without modifying any terminal UI implementation code, integrating it into the existing build.py test suite."
182,Add --exit-without-confirmation CLI parameter for refactor UI,malhotra5,merged,2025-12-09T16:25:28Z,2025-12-09T16:37:04Z,10,0,3,,add-exit-without-confirmation,main,APPROVED,false,1,xingyaoww,2,0.19,0.19,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,feature,,false,agent,false,no-issue,feature,,true,"This PR introduces a new CLI flag to control exit confirmation behavior in the refactor UI and updates the textual_app code accordingly, representing added functionality rather than a fix or refactor."
181,Add status_line metric to ACP event metadata,xingyaoww,merged,2025-12-09T15:10:38Z,2025-12-09T18:35:43Z,152,3,2,,add-status-line-metric,main,APPROVED,false,8,"openhands-ai[bot],malhotra5,xingyaoww",7,3.42,0.54,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.5.0,2025-12-11,feature,,false,agent,false,no-issue,feature,,false,"This PR introduces a new formatted `status_line` metric to ACP event metadata and corresponding tests, adding functionality rather than fixing a bug or refactoring existing code."
178,Fix API key preservation in settings screen,malhotra5,merged,2025-12-08T20:19:25Z,2025-12-09T15:59:18Z,1002,182,4,,fix-api-key-preservation-settings,main,APPROVED,false,2,"malhotra5,xingyaoww",7,19.66,19.45,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.5.0,2025-12-11,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,ux-regression,true,"This PR corrects a user‐facing bug in the settings screen UI where changing the model would drop the existing API key. It modifies terminal UI components, separates the save logic, and adds tests to prevent regressions."
177,Fix multi-line paste issue in single-line input mode,malhotra5,merged,2025-12-08T20:15:57Z,2025-12-08T22:20:12Z,270,4,2,,fix-multiline-paste-in-single-line-mode,main,APPROVED,false,1,xingyaoww,6,2.07,1.77,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.5.0,2025-12-11,bug-fix,ux-regression,true,agent,false,no-issue,bug-fix,ux-regression,true,"This PR resolves a UX regression where pasting multi-line content into a single-line input widget resulted in truncated or mangled text. It updates the terminal UI input widget to detect and automatically switch modes, restoring correct visual and functional behavior."
176,Implement slash commands and confirmation mode for ACP,xingyaoww,merged,2025-12-08T19:43:03Z,2025-12-10T18:41:12Z,2568,328,17,,openhands/acp-slash-commands-confirmation,main,APPROVED,false,87,"openhands-ai[bot],malhotra5,xingyaoww",61,46.97,3.51,human,false,false,false,false,false,false,false,true,0,true,1,134,xingyaoww,1.5.0,2025-12-11,feature,,false,human,false,self-filed,feature,,false,"This PR implements new ACP features—slash commands, confirmation modes, and session modes—from issue #134, adding user-facing functionality rather than fixing bugs. It primarily extends command parsing and logic without altering terminal UI components."
175,Add metrics to ACP meta field,xingyaoww,merged,2025-12-08T19:31:31Z,2025-12-08T20:26:15Z,62,7,2,,add-metrics-to-meta-field,main,APPROVED,false,1,malhotra5,3,0.91,0.71,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,feature,,false,agent,false,no-issue,feature,,false,"This PR implements a new feature by adding conversation metrics to the ACP `_meta` field in session updates, modifying the event subscriber and update handlers to include token statistics. It follows the ACP extensibility spec to enrich update objects with input/output/cache token counts."
173,Fix URL display by adding newlines to prevent truncation,xingyaoww,merged,2025-12-08T15:34:36Z,2025-12-08T16:13:15Z,3,2,1,,fix/url-display-newline,main,APPROVED,false,1,malhotra5,1,0.64,0.61,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,bug-fix,ux-regression,false,agent,false,no-issue,bug-fix,ux-regression,true,"This change fixes a URL truncation issue in the CLI’s output by adding newlines, improving terminal display in narrow windows. It addresses a visual rendering bug rather than adding new functionality."
172,Fix missing import and incorrect parameter names in ACP agent tests,neubig,merged,2025-12-07T20:18:09Z,2025-12-07T20:53:17Z,9,4,1,,fix-acp-test-failures,main,APPROVED,false,1,malhotra5,1,0.59,0.58,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.5.0,2025-12-11,bug-fix,other-fix,false,agent,false,no-issue,test,,false,This PR corrects test code by adding a missing import and fixing parameter and method naming to resolve failing CI tests; it only affects test files.
171,Release 1.4.1,malhotra5,merged,2025-12-05T23:22:58Z,2025-12-05T23:43:35Z,2,2,2,,rel-1.4.1,main,APPROVED,false,1,xingyaoww,1,0.34,0.12,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.5.0,2025-12-11,other,,false,agent,false,no-issue,version-bump,not-applicable,false,"This PR updates the project version in pyproject.toml and adjusts the lock file for the 1.4.1 release, fitting a version-bump category."
170,Fix MarkupError with Chinese characters and special symbols,xingyaoww,merged,2025-12-05T22:39:19Z,2025-12-08T18:14:22Z,322,31,3,,fix-chinese-markup-error,refactor-ui,,false,10,"openhands-ai[bot],malhotra5,xingyaoww",9,67.58,65.61,agent,false,true,true,false,false,true,false,true,0,false,0,,,,,bug-fix,critical,true,agent,false,no-issue,bug-fix,critical,true,"This PR fixes a Rich MarkupError that occurred when rendering Chinese characters with special markup symbols in Static widgets, preventing the CLI from throwing exceptions. It ensures proper escaping of markup characters in the terminal UI so content displays correctly without errors."
168,fix: hardcode base_url for OpenHands provider in CLI,xingyaoww,merged,2025-12-05T22:35:31Z,2025-12-05T23:19:28Z,57,0,2,,fix/hardcode-base-url-for-openhands-provider,main,APPROVED,false,1,malhotra5,1,0.73,0.72,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.4.1,2025-12-05,bug-fix,other-fix,true,agent,false,no-issue,bug-fix,critical,true,"This PR fixes a breaking issue where the CLI failed to set the OpenHands provider base_url, causing connection failures and making that feature unusable. It updates the TUI settings screen and test suite to hardcode the correct proxy URL."
167,Improve status line layout with waving hand animation and additional quit keybindings,xingyaoww,merged,2025-12-05T18:36:40Z,2025-12-05T21:13:51Z,118,159,8,,ui-improvements-pr,refactor-ui,APPROVED,false,1,malhotra5,34,2.62,2.42,agent,false,true,true,true,false,true,false,false,0,false,0,,,,,feature,,true,agent,false,no-issue,feature,,true,"This PR introduces new UI functionality by splitting the status line into separate widgets with a waving hand animation and adds alternative quit keybindings, enhancing the terminal interface."
166,"Revert ""feat: Comprehensive Terminal UI Improvements""",xingyaoww,merged,2025-12-05T17:32:50Z,2025-12-05T17:32:56Z,64,267,7,,revert-160-ui-improvements-pr,refactor-ui,,false,0,,1,0.0,,human,false,false,false,false,false,true,false,false,0,false,0,,,,,feature,,true,human,false,no-issue,bug-fix,ux-regression,true,"This PR reverts a prior feature that overhauled the terminal UI, indicating it was rolled back to fix problems introduced in the user interface. It directly modifies TUI components like widgets, modals, and styling files."
165,Release 1.4.0,malhotra5,merged,2025-12-05T17:22:08Z,2025-12-05T17:55:08Z,2,2,2,,rel-1.3.1,main,APPROVED,false,3,xingyaoww,2,0.55,0.02,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.4.1,2025-12-05,other,,false,agent,false,no-issue,version-bump,,false,"This PR updates the project version in pyproject.toml and the lock file to cut a new 1.4.0 release, with no functional changes."
164,Fix ACP session/new returning null session ID,xingyaoww,merged,2025-12-05T15:51:15Z,2025-12-05T17:17:12Z,623,230,15,,xw/debug-acp,main,APPROVED,false,4,"malhotra5,xingyaoww",14,1.43,0.66,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.4.0,2025-12-05,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,critical,false,"This PR fixes a broken ACP session/new endpoint that returned null session IDs due to an outdated calling convention, preventing clients from working. It addresses a critical bug that rendered the feature unusable."
162,Load .env at CLI startup to avoid python-dotenv stack-walk failures,enyst,merged,2025-12-04T23:57:48Z,2025-12-05T00:50:21Z,7,0,1,,chore/load-dotenv-at-startup,main,APPROVED,false,2,"enyst,xingyaoww",3,0.88,0.01,agent,false,true,false,true,true,false,false,false,0,false,0,,,1.4.0,2025-12-05,other,,false,agent,false,no-issue,bug-fix,critical,false,"This PR fixes an AssertionError crash in python-dotenv by preloading the .env file at CLI startup, preventing stack-walk failures. It ensures configuration is loaded deterministically without modifying UI code."
160,feat: Comprehensive Terminal UI Improvements,xingyaoww,merged,2025-12-04T22:54:02Z,2025-12-05T17:31:18Z,268,67,7,,ui-improvements-pr,refactor-ui,,true,0,,6,18.62,,agent,false,true,true,false,false,true,false,false,0,false,0,,,,,feature,,true,agent,false,no-issue,feature,,true,"This PR adds a suite of new UI features and visual enhancements to the terminal interface (icons, color-coding, status line, timestamps), clearly introducing functionality rather than just fixing or refactoring existing code."
156,test(cli): ensure help text mentions key subcommands and flags,antznette1,merged,2025-12-03T08:26:59Z,2025-12-18T22:11:14Z,21,0,1,,feat/cli-help-improvements,main,APPROVED,false,1,malhotra5,2,373.74,373.59,human,false,false,false,false,false,false,false,true,0,false,0,,,1.7.0,2025-12-29,test,,false,human,false,no-issue,test,,false,"This PR solely adds a test to verify the CLI help text mentions key subcommands and flags, with no runtime behavior changes. It’s purely a test addition to guard against accidental drops in documentation."
153,Fix malformed mcp.json error handling in ACP,neubig,merged,2025-12-01T19:05:32Z,2025-12-06T16:26:22Z,118,7,3,,openhands/fix-mcp-config-error-handling,main,APPROVED,false,1,xingyaoww,1,117.35,44.86,agent,false,true,true,false,true,true,false,true,0,true,1,151,neubig,1.5.0,2025-12-11,bug-fix,critical,true,agent,false,self-filed,bug-fix,ux-regression,false,"This PR fixes a bug where malformed mcp.json errors were silently swallowed in the ACP server, causing poor UX due to lack of feedback, by raising explicit exceptions and surfacing error messages."
149,Load public skills in CLI,xingyaoww,merged,2025-12-01T18:36:27Z,2025-12-03T18:02:51Z,178,46,5,,openhands/load-public-skills,main,APPROVED,false,4,"malhotra5,xingyaoww",5,47.44,1.67,agent,false,true,true,false,true,true,false,true,0,true,1,148,xingyaoww,1.4.0,2025-12-05,other,,true,agent,false,self-filed,feature,,false,"This PR implements a new feature to load public skills in the CLI by updating the agent-sdk dependency and enabling the load_public_skills flag, along with corresponding tests."
141,Refactor CLI UI ,malhotra5,merged,2025-11-27T06:14:53Z,2025-12-08T19:14:10Z,5594,25,44,,refactor-ui,main,APPROVED,false,14,"enyst,malhotra5,xingyaoww",175,276.99,184.15,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.5.0,2025-12-11,refactor,,true,agent,false,no-issue,refactor,,true,"This PR systematically refactors the CLI UI using the textual library across many widgets, modals, screens, and styles. It reorganizes and modernizes the terminal interface without introducing new features or fixing a specific bug."
140,Add CI workflow to update PR descriptions with uvx launch instructions,malhotra5,merged,2025-11-27T00:54:45Z,2025-11-27T07:04:12Z,95,0,2,,add-pr-description-updater,main,APPROVED,false,1,enyst,5,6.16,5.28,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.4.0,2025-12-05,feature,,false,agent,false,no-issue,ci,,false,"This PR introduces a GitHub Actions workflow and accompanying script to automate updating PR descriptions with uvx launch instructions, classifying it as a CI change without touching any TUI components."
139,Display version number in grey color for consistency,xingyaoww,merged,2025-11-26T16:56:21Z,2025-11-26T16:57:56Z,1,3,1,,openhands/grey-version-display,main,APPROVED,false,1,malhotra5,1,0.03,0.02,human,false,false,false,false,false,true,false,false,0,false,0,,,1.3.0,2025-11-26,other,,true,human,false,no-issue,bug-fix,ux-regression,true,"This PR corrects the terminal UI color mismatch by making the version text grey to align with other informational elements, improving visual consistency without altering functionality."
138,Release 1.3.0,malhotra5,merged,2025-11-26T16:36:43Z,2025-11-26T20:11:59Z,10,1045,2,,rel-1.3.0,main,APPROVED,false,3,"enyst,malhotra5",2,3.59,0.53,human,false,false,false,false,false,false,false,false,0,false,0,,,1.4.0,2025-12-05,other,,false,human,false,no-issue,version-bump,,false,"This PR updates the project’s pyproject.toml and lockfile to release version 1.3.0, indicating a version bump without any changes to terminal UI code."
137,Remove -cli suffix requirement from release workflows,malhotra5,merged,2025-11-26T16:22:23Z,2025-11-26T16:30:58Z,3,3,2,,remove-cli-suffix-requirement,main,APPROVED,false,1,xingyaoww,1,0.14,0.02,agent,false,true,true,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,bug-fix,other-fix,false,agent,false,no-issue,ci,,false,"This PR modifies GitHub Actions release workflows by changing tag trigger patterns, which is a continuous integration (CI) change rather than user-facing code. It enables standard semantic version tags without affecting terminal UI."
133,Restrict Python version to <3.14 to avoid tiktoken build issues,xingyaoww,merged,2025-11-25T14:54:15Z,2025-11-25T16:31:33Z,1,1,1,,restrict-python-version-upper-bound,main,APPROVED,false,1,enyst,2,1.62,1.58,agent,false,true,true,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,other,,false,agent,false,no-issue,bug-fix,critical,false,"This change fixes an installation failure by restricting the supported Python versions to below 3.14, preventing build errors with tiktoken. Without this, users could not install the CLI on Python 3.14."
131,feat(cli): add task & file params,jwerner08,merged,2025-11-24T06:12:12Z,2025-11-25T02:40:27Z,239,22,7,,jw/add_task_file_params,main,APPROVED,false,6,"neubig,malhotra5,jwerner08",2,20.47,0.27,human,false,false,false,false,false,false,false,true,0,false,0,,,1.3.0,2025-11-26,feature,,false,human,false,no-issue,feature,,false,"This PR introduces new `--task` and `--file` CLI parameters and wires them through the argparse setup and core logic, representing added functionality rather than a fix. It touches argument parsing, docs, and tests only, without any terminal UI/layout changes."
121,test: add coverage for verify_agent_exists_or_setup_agent,tosincarik,merged,2025-11-21T01:28:36Z,2025-11-26T16:29:44Z,29,0,1,,test-verify-agent-clean,main,APPROVED,false,1,malhotra5,1,135.02,134.97,human,false,false,false,false,false,false,false,true,0,false,0,,,1.3.0,2025-11-26,feature,,false,human,false,no-issue,test,,false,"This PR adds a new unit test for the `verify_agent_exists_or_setup_agent` function without changing any production code or UI components, classifying it as a test. It solely expands test coverage and does not touch terminal UI code."
116,ci: Add binary --version test to CI workflow,xingyaoww,merged,2025-11-20T18:12:46Z,2025-11-20T22:03:55Z,66,0,1,,openhands/add-version-test-to-ci,main,APPROVED,false,3,malhotra5,3,3.85,2.04,agent,false,true,true,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,feature,,false,agent,false,no-issue,ci,,false,"This PR enhances the CI workflow by adding a smoke test step for the compiled binary’s --version flag, ensuring that the CLI version flag works correctly before artifacts are released."
113,feat: Add --version/-v flag support to print CLI version,xingyaoww,merged,2025-11-19T23:03:13Z,2025-11-20T00:15:39Z,38,1,3,,openhands/support-version-flag,main,APPROVED,false,1,malhotra5,1,1.21,1.21,agent,false,true,true,false,false,false,false,true,0,true,1,112,xingyaoww,1.3.0,2025-11-26,feature,,false,agent,false,self-filed,feature,,false,"This PR adds new CLI functionality by implementing `--version`/`-v` flags and accompanying tests, which is a feature enhancement rather than a bug fix or refactor."
110,feat: Add --always-approve and --llm-approve CLI arguments for confirmation mode,xingyaoww,merged,2025-11-19T19:05:29Z,2025-12-02T16:28:00Z,354,134,9,,openhands/add-confirmation-mode-cli-args,main,APPROVED,false,16,"openhands-ai[bot],malhotra5,xingyaoww,enyst",12,309.38,0.13,human,false,false,false,false,false,true,false,true,0,true,1,107,xingyaoww,1.4.0,2025-12-05,feature,,true,human,false,self-filed,feature,not-applicable,true,"This PR introduces new command-line flags (`--always-approve` and `--llm-approve`) to extend functionality in confirmation mode, which constitutes a new feature. It also updates the TUI code (tui.py) to reflect these options in the interface."
109,Add automatic version check and update prompt,xingyaoww,merged,2025-11-19T19:01:26Z,2025-11-26T16:29:38Z,238,0,3,,openhands/add-version-check-and-update-prompt,main,APPROVED,false,4,"openhands-ai[bot],malhotra5,xingyaoww",3,165.47,165.47,agent,false,true,true,false,false,true,false,true,0,true,1,108,xingyaoww,1.3.0,2025-11-26,feature,,true,agent,false,self-filed,feature,not-applicable,true,"This PR adds a new automatic version check utility and integrates it into the CLI welcome screen, prompting users to upgrade when a newer version is available. It introduces new functionality rather than fixing a bug."
76,Fix binary artifact upload,malhotra5,merged,2025-11-18T18:57:39Z,2025-11-18T19:37:58Z,1,1,1,,fix-upload,main,APPROVED,false,1,xingyaoww,1,0.67,0.67,human,false,false,false,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,bug-fix,other-fix,false,human,false,no-issue,ci,,false,This PR updates the GitHub Actions workflow file to fix binary artifact upload in the CI pipeline.
75,Release 1.2.0 + 1.2.1,malhotra5,merged,2025-11-18T18:25:38Z,2025-11-18T18:54:34Z,4,2,2,,rel-1.2.0,main,APPROVED,false,2,"malhotra5,xingyaoww",7,0.48,0.45,human,false,false,false,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,other,,false,human,false,no-issue,version-bump,not-applicable,false,"This PR updates the project version in pyproject.toml and the PyPI release workflow, indicating a release version bump. It does not modify any terminal UI code."
74,Fix model list display to show up to 10 models per provider,xingyaoww,merged,2025-11-18T18:09:47Z,2025-11-18T18:23:30Z,2,2,2,,xw/fix-model-list,main,APPROVED,false,1,malhotra5,10,0.23,0.21,human,false,false,false,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,bug-fix,ux-regression,false,human,false,no-issue,bug-fix,ux-regression,true,"This PR corrects the visible model list output in the CLI, fixing a display bug where too many models were shown per provider, which is a user-facing layout issue."
69,Initial ACP Implementation,xingyaoww,merged,2025-11-17T20:50:44Z,2025-11-25T23:10:54Z,4027,23,30,,xw/acp-simplification,main,APPROVED,false,77,"openhands-ai[bot],malhotra5,xingyaoww",84,194.34,91.09,human,false,false,false,false,false,true,false,true,0,true,1,66,kolya-ay,1.3.0,2025-11-26,feature,,true,human,false,human,feature,,false,"This PR adds the initial implementation of the Agent Client Protocol (ACP) with new modules, tests, and scripts, representing a new feature rather than a bug fix or refactoring. It does not modify terminal UI components such as widgets or layout rendering."
